xpos,ypos
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.49
1.25,3.48
1.24,3.48
1.24,3.48
1.24,3.48
1.24,3.48
1.24,3.48
1.22,3.49
1.20,3.50
1.19,3.51
1.15,3.54
1.10,3.58
1.09,3.59
1.05,3.62
1.02,3.64
0.97,3.67
0.91,3.71
0.89,3.72
0.85,3.74
0.82,3.76
0.78,3.78
0.73,3.82
0.70,3.84
0.67,3.85
0.63,3.88
0.60,3.89
0.56,3.92
0.51,3.95
0.45,3.98
0.40,4.01
0.35,4.03
0.28,4.06
0.21,4.10
0.15,4.13
0.04,4.18
-0.01,4.20
-0.08,4.23
-0.20,4.28
-0.25,4.30
-0.32,4.33
-0.42,4.37
-0.46,4.38
-0.50,4.39
-0.55,4.41
-0.58,4.42
-0.64,4.44
-0.69,4.46
-0.74,4.47
-0.81,4.50
-0.88,4.52
-0.96,4.54
-1.03,4.57
-1.13,4.59
-1.26,4.63
-1.39,4.67
-1.54,4.70
-1.68,4.74
-1.78,4.75
-1.79,4.76
-1.80,4.75
-1.80,4.76
-1.80,4.76
-1.80,4.76
-1.80,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.76
-1.81,4.77
-1.81,4.77
-1.81,4.78
-1.80,4.78
-1.80,4.79
-1.80,4.79
-1.80,4.79
-1.80,4.79
-1.80,4.79
-1.79,4.80
-1.79,4.80
-1.79,4.80
-1.79,4.80
-1.79,4.80
-1.78,4.80
-1.76,4.82
-1.75,4.83
-1.73,4.84
-1.72,4.85
-1.70,4.86
-1.68,4.88
-1.65,4.91
-1.59,4.95
-1.56,4.97
-1.53,4.99
-1.50,5.01
-1.47,5.03
-1.44,5.06
-1.38,5.10
-1.36,5.11
-1.34,5.13
-1.33,5.14
-1.30,5.15
-1.28,5.17
-1.27,5.18
-1.25,5.19
-1.21,5.22
-1.14,5.26
-1.11,5.28
-1.06,5.31
-1.02,5.34
-0.97,5.37
-0.89,5.42
-0.87,5.43
-0.82,5.46
-0.79,5.48
-0.70,5.53
-0.64,5.57
-0.61,5.59
-0.56,5.62
-0.50,5.66
-0.40,5.71
-0.38,5.72
-0.34,5.75
-0.29,5.77
-0.23,5.81
-0.14,5.86
-0.13,5.87
-0.09,5.89
-0.04,5.92
0.05,5.97
0.12,6.01
0.18,6.04
0.24,6.07
0.35,6.14
0.40,6.17
0.44,6.18
0.50,6.21
0.61,6.28
0.63,6.30
0.67,6.31
0.69,6.31
0.69,6.31
0.70,6.31
0.70,6.31
0.70,6.31
0.72,6.31
0.73,6.31
0.76,6.32
0.84,6.37
0.93,6.45
0.99,6.48
1.06,6.51
1.09,6.53
1.11,6.53
1.13,6.53
1.14,6.53
1.15,6.54
1.16,6.54
1.17,6.54
1.18,6.54
1.19,6.54
1.20,6.54
1.22,6.54
1.23,6.54
1.23,6.54
1.24,6.53
1.26,6.54
1.28,6.53
1.36,6.51
1.46,6.51
1.51,6.50
1.53,6.51
1.55,6.52
1.57,6.51
1.58,6.51
1.59,6.51
1.59,6.51
1.60,6.51
1.60,6.51
1.60,6.51
1.61,6.51
1.61,6.51
1.62,6.50
1.64,6.50
1.67,6.48
1.74,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.75,6.44
1.76,6.44
1.76,6.44
1.76,6.44
1.77,6.44
1.77,6.44
1.77,6.44
1.80,6.42
1.82,6.40
1.83,6.40
1.83,6.39
1.84,6.39
1.86,6.38
1.87,6.37
1.88,6.36
1.89,6.35
1.90,6.35
1.91,6.34
1.95,6.32
2.01,6.28
2.03,6.26
2.08,6.24
2.11,6.21
2.13,6.20
2.18,6.17
2.22,6.14
2.24,6.13
2.28,6.11
2.31,6.09
2.35,6.07
2.38,6.05
2.46,6.00
2.52,5.97
2.57,5.94
2.62,5.91
2.70,5.87
2.77,5.83
2.79,5.81
2.83,5.79
2.86,5.77
2.92,5.74
2.99,5.70
3.01,5.69
3.05,5.66
3.07,5.65
3.10,5.64
3.12,5.62
3.16,5.60
3.22,5.56
3.22,5.56
3.24,5.55
3.26,5.54
3.29,5.53
3.31,5.51
3.34,5.50
3.37,5.48
3.41,5.45
3.44,5.43
3.47,5.41
3.50,5.39
3.54,5.37
3.57,5.35
3.61,5.33
3.66,5.29
3.70,5.27
3.74,5.24
3.78,5.21
3.81,5.20
3.83,5.18
3.85,5.17
3.89,5.14
3.90,5.14
3.90,5.13
3.91,5.13
3.91,5.13
3.92,5.12
3.92,5.12
3.93,5.11
3.94,5.11
3.95,5.10
3.96,5.09
3.97,5.09
3.97,5.08
3.98,5.08
3.99,5.07
3.99,5.07
4.00,5.06
4.01,5.06
4.01,5.05
4.02,5.05
4.03,5.05
4.03,5.04
4.03,5.04
4.03,5.04
4.03,5.04
4.03,5.04
4.03,5.04
4.04,5.04
4.06,5.02
4.10,4.99
4.12,4.98
4.12,4.98
4.13,4.97
4.13,4.97
4.13,4.97
4.13,4.97
4.14,4.97
4.14,4.96
4.15,4.95
4.16,4.95
4.17,4.93
4.18,4.93
4.19,4.92
4.19,4.92
4.20,4.91
4.20,4.91
4.21,4.91
4.21,4.90
4.22,4.90
4.23,4.89
4.24,4.88
4.24,4.88
4.29,4.84
4.31,4.82
4.33,4.80
4.33,4.79
4.33,4.79
4.34,4.79
4.34,4.79
4.34,4.79
4.34,4.79
4.34,4.79
4.34,4.79
4.34,4.79
4.33,4.79
4.33,4.79
4.33,4.79
4.32,4.79
4.31,4.80
4.30,4.80
4.30,4.80
4.28,4.80
4.25,4.78
4.18,4.75
4.03,4.71
3.97,4.70
3.94,4.69
3.94,4.69
3.94,4.69
3.94,4.69
3.91,4.69
3.83,4.66
3.79,4.65
3.73,4.63
3.72,4.63
3.72,4.63
3.72,4.63
3.69,4.62
3.56,4.59
3.50,4.57
3.44,4.55
3.44,4.55
3.43,4.54
3.41,4.54
3.36,4.52
3.29,4.50
3.23,4.48
3.20,4.47
3.17,4.45
3.13,4.44
3.08,4.42
3.01,4.40
2.94,4.37
2.86,4.35
2.82,4.33
2.78,4.31
2.74,4.30
2.69,4.27
2.58,4.23
2.53,4.21
2.45,4.18
2.34,4.12
2.30,4.11
2.26,4.08
2.20,4.06
2.14,4.02
2.12,4.01
2.07,3.99
2.03,3.97
2.00,3.95
1.94,3.91
1.90,3.89
1.87,3.88
1.85,3.86
1.82,3.85
1.80,3.84
1.77,3.82
1.73,3.79
1.70,3.77
1.67,3.75
1.63,3.73
1.60,3.71
1.54,3.67
1.51,3.65
1.49,3.63
1.47,3.62
1.45,3.61
1.44,3.59
1.41,3.58
1.38,3.55
1.34,3.52
1.33,3.51
1.32,3.50
1.30,3.49
1.29,3.48
1.28,3.47
1.27,3.47
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.46
1.26,3.45
1.25,3.45
1.25,3.45
1.25,3.45
1.25,3.45
1.25,3.45
1.25,3.45
1.25,3.45
1.25,3.45
1.25,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.44
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.43
1.24,3.44
1.25,3.44
1.26,3.45
1.26,3.46
1.26,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.27,3.46
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
1.26,3.45
